WZ_CD,LA_CD,LA_NM,Group,Group_DESC,SubGroup,SubGroup_DESC
E33032189,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032190,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032191,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032192,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032193,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032194,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032195,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032196,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032197,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33032198,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032199,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032200,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032201,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032202,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032203,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032204,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032205,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032206,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032207,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032208,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032209,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032210,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032211,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032212,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032213,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032214,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032215,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032216,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032217,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032218,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032219,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032220,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032221,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032222,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032223,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032224,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032225,E09000002,Barking and Dagenham,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032226,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33032227,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032228,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032229,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33032230,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032231,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032232,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032233,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032234,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032235,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032236,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032237,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032238,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032239,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032240,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032241,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032242,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032243,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032244,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032245,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032246,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032247,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032248,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032249,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032250,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032251,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032252,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032253,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032254,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032255,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032256,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032257,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032258,E09000002,Barking and Dagenham,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032259,E09000002,Barking and Dagenham,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032260,E09000002,Barking and Dagenham,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032261,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032262,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032263,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032264,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032265,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032266,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032267,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032268,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032269,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032270,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032271,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032272,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032273,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032274,E09000003,Barnet,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032275,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032276,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032277,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032278,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032279,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032280,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032281,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032282,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032283,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032284,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032285,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032286,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032287,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032288,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032289,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032290,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032291,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032292,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032293,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032294,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032295,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032296,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032297,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032298,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032299,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032300,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032301,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032302,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032303,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032304,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032305,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032306,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032307,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032308,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032309,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032310,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032311,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032312,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032313,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032314,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032315,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032316,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032317,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032318,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032319,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032320,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032321,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032322,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032323,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032324,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032325,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032326,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032327,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032328,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032329,E09000003,Barnet,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032330,E09000003,Barnet,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33032331,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032332,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032333,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032334,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032335,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032336,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032337,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032338,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032339,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032340,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032341,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032342,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032343,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032344,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032345,E09000003,Barnet,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33032346,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032347,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032348,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032349,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032350,E09000003,Barnet,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032351,E09000003,Barnet,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032352,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032353,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032354,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032355,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032356,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032357,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032358,E09000003,Barnet,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032359,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032360,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032361,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032362,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032363,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032364,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032365,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032366,E09000003,Barnet,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33032367,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032368,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032369,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032370,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032371,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032372,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032373,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032374,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032375,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032376,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032377,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032378,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032379,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032380,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032381,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032382,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032383,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032384,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032385,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032386,E09000003,Barnet,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33032387,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032388,E09000003,Barnet,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032389,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032390,E09000003,Barnet,D,Integrating and Independent Service Providers,D1,Health care support staff and routine services 
E33032391,E09000003,Barnet,F,Unclassified,FF,Unclassified
E33032392,E09000003,Barnet,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33032393,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032394,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032395,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032396,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032397,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032398,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032399,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032400,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032401,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032402,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032403,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032404,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032405,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032406,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032407,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032408,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032409,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032410,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032411,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032412,E09000003,Barnet,B,City Focus,B2,"Professional, retail & leisure in dynamic central locations"
E33032413,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032414,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032415,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032416,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032417,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032418,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032419,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032420,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032421,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032422,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032423,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032424,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032425,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032426,E09000003,Barnet,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33032427,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032428,E09000003,Barnet,A,Residential Services,A2,Low qualified workers in construction & allied local trades
E33032429,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032430,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032431,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032432,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032433,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032434,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032435,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032436,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032437,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032438,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032439,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032440,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032441,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032442,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032443,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032444,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032445,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032446,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032447,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032448,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032449,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032450,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032451,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032452,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032453,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032454,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032455,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032456,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032457,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032458,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032459,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032460,E09000003,Barnet,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33032461,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032462,E09000003,Barnet,C,"Infrastructure Support
",C2,"Blue collar, manufacturing and transport services"
E33032463,E09000003,Barnet,E,Metropolitan Destinations,E1,High street destinations and domestic employers
E33032464,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032465,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032466,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032467,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032468,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032469,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032470,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032471,E09000003,Barnet,C,"Infrastructure Support
",C1,Younger customer service workers in wholesale or retail
E33032472,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032473,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032474,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032475,E09000003,Barnet,A,Residential Services,A1,"Predominantly older, local education and health workers"
E33032476,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032477,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032478,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032479,E09000003,Barnet,D,Integrating and Independent Service Providers,D3,Travelling or home-based general service providers
E33032480,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
E33032481,E09000003,Barnet,D,Integrating and Independent Service Providers,D2,Locally sourced home helps & domestic / manual workers
